uptake_rate_cancer,speed_cancer,transformation_rate_cancer,speed_monocytes,dead_phagocytosis_rate_monocytes,speed_macrophages,dead_phagocytosis_rate_macrophages,secretion_rate_NLCs,speed_NLCs,dead_phagocytosis_rate_NLCs
1.492189183831215,1.0923145394772291,4.9423757754266267e-05,1.5958966370671988,0.2039064820855856,0.0024039950221776,0.4983216252177954,0.2906320691108703,1.2300659101456404,0.0254974700510501
1.492189183831215,1.0923145394772291,4.9423757754266267e-05,1.5958966370671988,0.2039064820855856,0.4152985084801912,0.5594277476519346,0.2906320691108703,1.2300659101456404,0.0254974700510501
1.492189183831215,1.0923145394772291,4.9423757754266267e-05,1.5958966370671988,0.2039064820855856,0.4152985084801912,0.4983216252177954,1.3556849211454391,1.2300659101456404,0.0254974700510501
1.492189183831215,1.0923145394772291,4.9423757754266267e-05,1.5958966370671988,0.2039064820855856,0.4152985084801912,0.4983216252177954,0.2906320691108703,1.1599014345556498,0.0254974700510501
1.492189183831215,1.0923145394772291,4.9423757754266267e-05,1.5958966370671988,0.2039064820855856,0.4152985084801912,0.4983216252177954,0.2906320691108703,1.2300659101456404,0.0604654016345739
1.492189183831215,1.0923145394772291,4.9423757754266267e-05,1.5958966370671988,0.2039064820855856,0.4152985084801912,0.4983216252177954,0.2906320691108703,1.2300659101456404,0.0254974700510501
0.7741817515343428,0.9536795057356358,7.021579705178738e-06,0.5401960462331772,0.3794264937750995,1.6774455774575472,0.16649951338768,0.4453645125031471,1.323239739984274,0.0259505972266197
1.4284882452338934,0.9536795057356358,7.021579705178738e-06,0.5401960462331772,0.3794264937750995,1.6774455774575472,0.16649951338768,0.4453645125031471,1.323239739984274,0.0259505972266197
0.7741817515343428,1.9391636736691,7.021579705178738e-06,0.5401960462331772,0.3794264937750995,1.6774455774575472,0.16649951338768,0.4453645125031471,1.323239739984274,0.0259505972266197
0.7741817515343428,0.9536795057356358,8.185224626213312e-05,0.5401960462331772,0.3794264937750995,1.6774455774575472,0.16649951338768,0.4453645125031471,1.323239739984274,0.0259505972266197
