uptake_rate_cancer,speed_cancer,transformation_rate_cancer,speed_monocytes,dead_phagocytosis_rate_monocytes,speed_macrophages,dead_phagocytosis_rate_macrophages,secretion_rate_NLCs,speed_NLCs,dead_phagocytosis_rate_NLCs,death_rate_apoptotic,secretion_rate_apoptotic
0.5126362666487694,0.9512104094028473,6.106144804507495e-05,0.8387219347059727,0.2272142986766994,1.6025740504264832,1.3103675670921804,0.35737122409045696,0.8586425315588713,0.051987066864967346,0.0012106271367520094,0.15939526818692684
0.5126362666487694,1.4844671878963709,4.977208562195301e-06,0.8387219347059727,0.2272142986766994,1.6025740504264832,1.3103675670921804,0.35737122409045696,0.8586425315588713,0.051987066864967346,0.0012106271367520094,0.15939526818692684
0.5126362666487694,1.4844671878963709,6.106144804507495e-05,1.1451444644480944,0.2272142986766994,1.6025740504264832,1.3103675670921804,0.35737122409045696,0.8586425315588713,0.051987066864967346,0.0012106271367520094,0.15939526818692684
0.5126362666487694,1.4844671878963709,6.106144804507495e-05,0.8387219347059727,0.49942272482439876,1.6025740504264832,1.3103675670921804,0.35737122409045696,0.8586425315588713,0.051987066864967346,0.0012106271367520094,0.15939526818692684
0.5126362666487694,1.4844671878963709,6.106144804507495e-05,0.8387219347059727,0.2272142986766994,1.962188757956028,1.3103675670921804,0.35737122409045696,0.8586425315588713,0.051987066864967346,0.0012106271367520094,0.15939526818692684
0.5126362666487694,1.4844671878963709,6.106144804507495e-05,0.8387219347059727,0.2272142986766994,1.6025740504264832,1.2426537628471852,0.35737122409045696,0.8586425315588713,0.051987066864967346,0.0012106271367520094,0.15939526818692684
0.5126362666487694,1.4844671878963709,6.106144804507495e-05,0.8387219347059727,0.2272142986766994,1.6025740504264832,1.3103675670921804,1.384262066334486,0.8586425315588713,0.051987066864967346,0.0012106271367520094,0.15939526818692684
0.5126362666487694,1.4844671878963709,6.106144804507495e-05,0.8387219347059727,0.2272142986766994,1.6025740504264832,1.3103675670921804,0.35737122409045696,1.97787950001657,0.051987066864967346,0.0012106271367520094,0.15939526818692684
0.5126362666487694,1.4844671878963709,6.106144804507495e-05,0.8387219347059727,0.2272142986766994,1.6025740504264832,1.3103675670921804,0.35737122409045696,0.8586425315588713,0.014869491532444955,0.0012106271367520094,0.15939526818692684
0.5126362666487694,1.4844671878963709,6.106144804507495e-05,0.8387219347059727,0.2272142986766994,1.6025740504264832,1.3103675670921804,0.35737122409045696,0.8586425315588713,0.051987066864967346,0.002863351112231612,0.15939526818692684
0.5126362666487694,1.4844671878963709,6.106144804507495e-05,0.8387219347059727,0.2272142986766994,1.6025740504264832,1.3103675670921804,0.35737122409045696,0.8586425315588713,0.051987066864967346,0.0012106271367520094,0.08752218820154667
0.5126362666487694,1.4844671878963709,6.106144804507495e-05,0.8387219347059727,0.2272142986766994,1.6025740504264832,1.3103675670921804,0.35737122409045696,0.8586425315588713,0.051987066864967346,0.0012106271367520094,0.15939526818692684
1.328597953543067,1.9532319083809853,6.848512133583426e-05,0.8933965377509594,0.332903441041708,1.177246693521738,0.19977470375597478,1.8809345588088036,1.4937887471169233,0.032228499352931976,0.000788532916456461,0.7530975881963968
1.5620614029467106,1.9532319083809853,6.848512133583426e-05,0.8933965377509594,0.332903441041708,1.177246693521738,0.19977470375597478,1.8809345588088036,1.4937887471169233,0.032228499352931976,0.000788532916456461,0.7530975881963968
1.328597953543067,0.498202808201313,6.848512133583426e-05,0.8933965377509594,0.332903441041708,1.177246693521738,0.19977470375597478,1.8809345588088036,1.4937887471169233,0.032228499352931976,0.000788532916456461,0.7530975881963968
1.328597953543067,1.9532319083809853,7.969098975881934e-05,0.8933965377509594,0.332903441041708,1.177246693521738,0.19977470375597478,1.8809345588088036,1.4937887471169233,0.032228499352931976,0.000788532916456461,0.7530975881963968
1.328597953543067,1.9532319083809853,6.848512133583426e-05,1.222603153437376,0.332903441041708,1.177246693521738,0.19977470375597478,1.8809345588088036,1.4937887471169233,0.032228499352931976,0.000788532916456461,0.7530975881963968
1.328597953543067,1.9532319083809853,6.848512133583426e-05,0.8933965377509594,0.06759991915896535,1.177246693521738,0.19977470375597478,1.8809345588088036,1.4937887471169233,0.032228499352931976,0.000788532916456461,0.7530975881963968
1.328597953543067,1.9532319083809853,6.848512133583426e-05,0.8933965377509594,0.332903441041708,0.7504832353442907,0.19977470375597478,1.8809345588088036,1.4937887471169233,0.032228499352931976,0.000788532916456461,0.7530975881963968
1.328597953543067,1.9532319083809853,6.848512133583426e-05,0.8933965377509594,0.332903441041708,1.177246693521738,1.4419436505436898,1.8809345588088036,1.4937887471169233,0.032228499352931976,0.000788532916456461,0.7530975881963968
