uptake_rate_cancer,speed_cancer,transformation_rate_cancer,speed_monocytes,dead_phagocytosis_rate_monocytes,speed_macrophages,dead_phagocytosis_rate_macrophages,secretion_rate_NLCs,speed_NLCs,dead_phagocytosis_rate_NLCs
1.9285788387060163,1.297711880877614,3.329174891114235e-05,1.7546799145638945,0.4206979949958622,1.9159319717437029,1.3200646268576384,0.90433675237,1.5625310130417347,0.0555488711595535
1.9285788387060163,1.297711880877614,3.329174891114235e-05,1.7546799145638945,0.4206979949958622,0.1653730496764183,0.4004573419690132,0.90433675237,1.5625310130417347,0.0555488711595535
1.9285788387060163,1.297711880877614,3.329174891114235e-05,1.7546799145638945,0.4206979949958622,0.1653730496764183,1.3200646268576384,0.19102618470788,1.5625310130417347,0.0555488711595535
1.9285788387060163,1.297711880877614,3.329174891114235e-05,1.7546799145638945,0.4206979949958622,0.1653730496764183,1.3200646268576384,0.90433675237,0.7324273511767387,0.0555488711595535
1.9285788387060163,1.297711880877614,3.329174891114235e-05,1.7546799145638945,0.4206979949958622,0.1653730496764183,1.3200646268576384,0.90433675237,1.5625310130417347,0.0168505012989044
1.9285788387060163,0.842212887480855,5.47208015806973e-05,1.1086976118385792,0.3074264363385737,1.9159319717437029,0.4004573419690132,0.19102618470788,0.7324273511767387,0.0168505012989044
1.1253037955611944,1.297711880877614,5.47208015806973e-05,1.1086976118385792,0.3074264363385737,1.9159319717437029,0.4004573419690132,0.19102618470788,0.7324273511767387,0.0168505012989044
1.1253037955611944,0.842212887480855,3.329174891114235e-05,1.1086976118385792,0.3074264363385737,1.9159319717437029,0.4004573419690132,0.19102618470788,0.7324273511767387,0.0168505012989044
1.1253037955611944,0.842212887480855,5.47208015806973e-05,1.7546799145638945,0.3074264363385737,1.9159319717437029,0.4004573419690132,0.19102618470788,0.7324273511767387,0.0168505012989044
1.1253037955611944,0.842212887480855,5.47208015806973e-05,1.1086976118385792,0.4206979949958622,1.9159319717437029,0.4004573419690132,0.19102618470788,0.7324273511767387,0.0168505012989044
